14,5,1233.2,1052.22,1105.82,1130.4133333333
2,14,1140.23,1142.22,1111.24,1131.23
2,2,1131.28,1153.2,1110.82,1131.7666666667
12,2,1152.55,1207.41,1038.11,1132.69
0,1,1178.5,1164.78,1059.43,1134.2366666667
1,0,1039.56,1053.5,1317.1,1136.72
14,0,1151.14,1087.02,1174.22,1137.46
12,13,1082.12,1198.53,1147.06,1142.57
2,9,1247.3,1080.15,1100.37,1142.6066666667
13,12,1083.42,1192.74,1159.79,1145.3166666667
11,13,1038.3,1191.88,1215.49,1148.5566666667
5,1,1224.81,1113.86,1107.31,1148.66
2,0,1320.31,1131.1,998.24,1149.8833333333
11,14,1119.64,1193.41,1172.89,1161.98
1,7,1066.33,1237.07,1188.54,1163.98
9,2,1154.46,1206.95,1133.93,1165.1133333333
5,6,1223.27,1174.62,1100.35,1166.08
7,1,1228.86,1121.24,1182.12,1177.4066666667
11,2,1145.44,1286.93,1102.9,1178.4233333333
9,13,1206.33,1307.16,1037.7,1183.73
7,14,1157.6,1269.09,1147.84,1191.51
13,9,1133.23,1231.48,1225.72,1196.81
5,14,1265.4,1164.6,1162.28,1197.4266666667
0,14,1136.08,1166.17,1291.17,1197.8066666667
12,14,1213.9,1210.91,1199.67,1208.16
2,7,1251.12,1239.96,1151.49,1214.19
14,11,1186.87,1186.61,1274.89,1216.1233333333
6,5,1321.31,1180.74,1182.27,1228.1066666667
6,11,1181.08,1276.36,1244.32,1233.92
5,5,1224.39,1258.6,1234.02,1239.0033333333
14,9,1270.34,1271.04,1193.61,1244.9966666667
6,7,1228.11,1251.19,1289.52,1256.2733333333
0,6,1208.69,1280.33,1287.25,1258.7566666667
5,11,1189.9,1300.65,1316.12,1268.89
6,0,1203.37,1254.86,1353.64,1270.6233333333
9,6,1262.2,1337.41,1230.5,1276.7033333333
14,12,1349.25,1315.19,1166.15,1276.8633333333
5,9,1325.88,1240.1,1275.69,1280.5566666667
12,6,1328.87,1277.71,1257.14,1287.9066666667
6,9,1322.78,1241.49,1322.12,1295.4633333333
6,12,1367.31,1207.81,1340.67,1305.2633333333
7,6,1250.01,1272.7,1410.6,1311.1033333333
11,5,1223.01,1301.02,1414.11,1312.7133333333
0,11,1414.78,1307.9,1228.94,1317.2066666667
0,5,1328.29,1372.5,1262.07,1320.9533333333
5,0,1370.88,1338.61,1284.69,1331.3933333333
11,11,1230.49,1379.35,1390.92,1333.5866666667
11,6,1294.99,1407.7,1304.33,1335.6733333333
12,11,1398.72,1353.78,1302.41,1351.6366666667
11,0,1254.74,1434.97,1414.37,1368.0266666667
11,7,1318.5,1380.95,1457.46,1385.6366666667
5,12,1504.94,1342.05,1315.14,1387.3766666667
12,5,1375.88,1422.54,1369.77,1389.3966666667
9,5,1416.66,1442.29,1365.6,1408.1833333333
11,9,1434.28,1444.66,1406.5,1428.48
5,7,1440.52,1456.19,1407.72,1434.81
9,0,1423.32,1483.82,1435.42,1447.52
9,12,1434.71,1478.58,1472.82,1462.0366666667
7,11,1551.46,1418.59,1416.29,1462.1133333333
9,9,1457.81,1355.07,1579.4,1464.0933333333
9,11,1587.27,1476.87,1411.54,1491.8933333333
0,12,1390.57,1550.95,1543.52,1495.0133333333
12,0,1615.97,1445.99,1429.67,1497.21
7,5,1480.65,1534.89,1478.75,1498.0966666667
12,7,1536.36,1400.52,1557.7,1498.1933333333
12,12,1497.97,1497.1,1550.05,1515.04
11,12,1530.71,1511.12,1509.17,1517
12,9,1463.26,1518.71,1591.52,1524.4966666667
0,9,1510.24,1643.74,1445.45,1533.1433333333
7,0,1430.42,1568.63,1614.09,1537.7133333333
0,0,1481.05,1709.04,1423.85,1537.98
7,9,1608.57,1452.44,1554.62,1538.5433333333
7,12,1662.98,1640,1477.11,1593.3633333333
9,7,1544.39,1710.17,1627.12,1627.2266666667
7,7,1573.15,1726.14,1703.22,1667.5033333333
0,7,1705.53,1670.92,1772.87,1716.44
