7,7,611.96,638.319,617.076,622.4516666667
3,3,635.468,631.068,627.116,631.2173333333
9,9,637.337,638.195,649.081,641.5376666667
5,5,651.179,638.174,637.289,642.214
14,14,633.073,682.206,621.734,645.671
11,11,663.38,623.341,665.827,650.8493333333
15,15,670.276,621.838,665.105,652.4063333333
13,13,627.338,628.324,703.543,653.0683333333
6,6,653.282,679.825,635.874,656.327
8,8,654.93,751.112,667.525,691.189
4,4,739.12,678.151,656.738,691.3363333333
10,10,646.917,667.797,765.567,693.427
2,2,624.676,675.901,813.534,704.7036666667
12,12,723.479,653.995,796.043,724.5056666667
0,0,635.88,669.205,926.985,744.0233333333
1,1,867.412,799.295,643.416,770.041
